matchId,date,patch,durationMin,champion,position,win,kills,deaths,assists,kda,cs,csPerMin,goldPerMin,dmgPerMin,teamDmgPct,killParticipation,visionPerMin,controlWards,soloKills,timeDeadSec,deadPct,laneMinions10,laneGoldExpAdv,earlyLaneAdv,maxCsAdvOpp,visionAdvOpp,goldDiff10,csDiff10,xpDiff10,goldDiff14,csDiff14,xpDiff14,firstTowerKilledTime,turretPlates,doubleKills,tripleKills,quadraKills,pentaKills,surrenderEnd,earlySurrender
NA1_5178960911,1733898140,14.23,38.9,Caitlyn,BOTTOM,1,13,8,6,2.38,279,7.18,506.3,1606.1,32.8,59.4,1.07,1,3,305,13.1,56,0,0,16.4,0.84,1068,12,329,205,8,-138,859.0,3,2,0,0,0,0,0
NA1_5179524634,1733968375,14.24,35.6,Jhin,BOTTOM,1,17,3,11,9.33,250,7.02,508.0,1228.5,23.2,56.0,0.97,2,2,139,6.5,69,1,1,30.5,0.79,1485,19,704,2338,26,964,748.0,2,3,1,0,0,0,0
NA1_5179588355,1733971849,14.24,26.6,Brand,MIDDLE,0,1,5,6,1.4,219,8.22,344.7,552.8,21.1,58.3,0.89,1,1,165,10.3,86,0,0,27,-0.17,-252,20,-60,-364,17,-516,0,1,0,0,0,0,0,0
NA1_5179712068,1733978319,14.24,1.8,Caitlyn,BOTTOM,1,0,0,0,0,0,0.0,273.1,133.3,31.1,0,0.64,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5179726128,1733979058,14.24,29.5,Caitlyn,BOTTOM,0,5,9,5,1.11,220,7.45,397.9,726.6,21.2,50.0,0.99,2,1,249,14.1,62,0,0,8,0.07,-381,-10,-1225,108,-1,-269,0,2,0,0,0,0,0,0
NA1_5179761601,1733981299,14.24,31.9,Caitlyn,BOTTOM,1,11,3,5,5.33,214,6.71,506.0,1066.8,27.3,43.2,0.51,0,1,122,6.4,82,0,1,26,0.24,1205,15,448,1731,10,713,860.0,2,0,0,0,0,0,0
NA1_5179798046,1733983642,14.24,32.5,Ashe,BOTTOM,0,4,9,4,0.89,216,6.65,355.7,720.0,14.1,28.6,0.69,0,2,301,15.5,62,0,0,20,1.55,-570,-8,780,100,-8,1622,900.0,1,0,0,0,0,1,0
NA1_5179831891,1733985931,14.24,16.1,Caitlyn,BOTTOM,1,1,1,5,6,152,9.42,406.4,643.9,23.8,27.3,0.56,1,0,20,2.1,64,1,0,60,0.27,416,25,805,1286,50,1820,924.0,2,0,0,0,0,1,0
NA1_5179864846,1733988884,14.24,27.6,Caitlyn,MIDDLE,1,8,6,5,2.17,221,7.99,464.7,652.0,17.4,31.7,1.04,1,2,181,10.9,77,0,0,12.0,0.87,62,4,409,-254,-9,198,813.0,2,1,0,0,0,0,0
NA1_5179888821,1733991546,14.24,33.4,Jhin,BOTTOM,1,6,4,13,4.75,228,6.83,438.6,543.2,16.3,54.3,0.85,0,0,93,4.6,57,0,0,4,0.25,-909,-17,-79,-1364,-24,-316,0,0,1,0,0,0,0,0
NA1_5187030772,1734725430,14.24,30.1,Caitlyn,BOTTOM,1,12,6,10,3.67,214,7.12,487.3,984.4,22.6,56.4,0.95,2,1,167,9.3,66,0,0,46,0.71,-655,3,-11,-1495,5,5,915.0,0,3,1,0,0,0,0
NA1_5187056761,1734727848,14.24,19.6,Ashe,BOTTOM,0,2,5,1,0.6,124,6.31,305.6,534.3,21.6,16.7,0.69,1,0,82,7.0,61,0,0,7,0.9,-342,-5,-135,-1580,-26,-1168,0,0,0,0,0,0,1,0
NA1_5195356631,1735611152,14.24,16.9,Caitlyn,BOTTOM,0,2,5,2,0.8,106,6.29,328.0,384.6,23.3,66.7,0.51,1,2,73,7.2,57,0,0,12,0.19,-1113,-6,-496,-1569,-27,-579,0,0,0,0,0,0,1,0
NA1_5201669512,1736306817,14.24,21.4,Caitlyn,BOTTOM,0,3,4,0,0.75,168,7.85,379.6,364.5,23.0,33.3,0.65,1,2,80,6.2,61,0,0,13,0.14,168,-13,677,-70,-13,572,0,0,1,0,0,0,0,0
NA1_5201843083,1736319197,14.24,27.6,Caitlyn,BOTTOM,0,7,8,5,1.5,175,6.34,434.4,548.5,18.7,42.9,0.67,0,1,178,10.7,47,0,0,5,-0.23,-480,-19,-387,-1324,-32,-427,636.0,1,1,0,0,0,0,0
NA1_5202528651,1736403082,14.24,16.5,Jhin,BOTTOM,1,6,4,7,3.25,100,6.06,466.2,748.9,24.4,52.0,0.58,1,0,73,7.4,46,0,0,27,-0.04,1613,4,-336,2328,15,-425,836.0,5,1,0,0,0,1,0
NA1_5202559466,1736405959,14.24,28.3,Caitlyn,BOTTOM,1,7,7,5,1.71,177,6.25,420.4,787.1,23.7,35.3,0.72,2,0,204,12.0,43,0,0,5,0.06,-155,-18,-325,-587,-20,-559,845.0,3,0,0,0,0,0,0
NA1_5202584943,1736408519,14.24,31.8,Caitlyn,BOTTOM,1,9,9,11,2.22,251,7.88,503.0,1037.3,22.5,50.0,1.08,0,1,270,14.1,63,0,0,49.0,0.73,672,18,413,1633,31,446,0,2,1,0,0,0,0,0
NA1_5204695881,1736648227,15.1,28.0,Caitlyn,MIDDLE,0,4,10,10,1.4,174,6.21,368.8,631.8,19.6,45.2,0.71,0,0,297,17.7,61,0,0,1,0.02,-1171,-22,-874,-2673,-29,-1783,862.0,0,0,0,0,0,0,0
NA1_5205761348,1736748201,15.1,28.8,Jhin,BOTTOM,1,14,7,6,2.86,161,5.59,530.0,626.0,13.7,40.8,1.06,2,3,139,8.0,49,0,0,5,0.7,-1425,-3,48,-1861,-23,59,893.0,0,4,1,0,0,0,0
NA1_5205793435,1736751227,15.1,32.1,Caitlyn,BOTTOM,0,7,11,5,1.09,205,6.39,403.6,647.9,20.2,44.4,0.8,2,1,409,21.2,73,0,0,20,0.56,613,21,25,584,7,-367,892.0,1,0,0,0,0,0,0
NA1_5206507815,1736838996,15.1,31.2,Caitlyn,BOTTOM,0,7,8,4,1.38,186,5.96,401.4,866.9,27.2,44.0,0.55,0,0,253,13.5,56,0,0,11,-0.01,94,10,33,669,21,-74,0,3,0,0,0,0,0,0
NA1_5206520730,1736841174,15.1,27.4,Caitlyn,BOTTOM,0,3,5,4,1.4,228,8.33,425.0,560.2,17.5,31.8,0.73,1,1,116,7.1,58,0,0,46.8,0.02,165,11,254,-258,23,-169,0,5,0,0,0,0,1,0
NA1_5207193557,1736925880,15.1,29.4,Varus,BOTTOM,0,6,11,14,1.82,176,5.99,415.3,590.2,16.6,57.1,0.69,2,0,382,21.7,66,0,0,44,-0.19,552,26,1022,-774,37,875,911.0,0,2,0,0,0,0,0
NA1_5209947264,1737265559,15.1,25.6,Caitlyn,BOTTOM,1,8,4,5,3.25,156,6.09,432.4,736.0,21.6,44.8,0.49,0,1,87,5.7,53,0,0,1,0.57,-708,-18,21,-1208,-25,-255,0,0,0,0,0,0,1,0
NA1_5209975057,1737267407,15.1,25.3,Caitlyn,BOTTOM,1,6,4,3,2.25,198,7.82,466.5,867.7,19.7,30.0,0.78,1,0,111,7.3,76,0,0,32,0.03,809,20,-124,1130,18,-57,645.0,3,1,0,0,0,0,0
NA1_5210011866,1737270461,15.1,24.1,Caitlyn,BOTTOM,1,4,2,4,4,200,8.29,440.1,673.6,18.9,26.7,0.75,1,0,41,2.8,69,0,0,27,0.16,5,21,76,-72,18,-557,771.0,4,1,0,0,0,0,0
NA1_5210035217,1737272681,15.1,1.7,Caitlyn,BOTTOM,0,0,0,0,0,0,0.0,294.8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5210040060,1737273162,15.1,30.8,Caitlyn,BOTTOM,1,11,4,4,3.75,223,7.24,508.2,1303.4,42.7,68.2,0.84,3,2,111,6.0,66,0,0,9,1.56,-39,7,-298,-599,1,-627,0,0,3,0,0,0,0,0
NA1_5210061156,1737275924,15.1,38.4,Caitlyn,BOTTOM,1,9,6,19,4.67,241,6.28,451.2,1357.7,25.1,63.6,0.41,1,0,257,11.2,53,1,0,5,-0.46,-102,1,516,1043,8,1588,839.0,4,1,0,0,0,1,0
NA1_5210716811,1737348346,15.1,27.0,Caitlyn,BOTTOM,1,7,3,3,3.33,184,6.81,469.8,1150.3,28.2,34.5,0.6,1,1,94,5.8,50,1,0,60,0.0,819,5,423,1098,10,941,761.0,2,1,0,0,0,0,0
NA1_5210746461,1737350468,15.1,35.8,Caitlyn,BOTTOM,0,13,7,8,3,279,7.79,498.9,1129.5,28.5,61.8,0.57,0,2,185,8.6,67,1,1,69.5,0.24,796,45,1302,1422,53,1746,0,4,2,0,0,0,0,0
NA1_5210810680,1737355547,15.1,27.9,Caitlyn,BOTTOM,1,7,2,9,8,234,8.38,509.2,679.1,19.8,44.4,0.72,0,0,80,4.8,81,0,1,48.6,-0.34,600,24,613,1003,10,485,639.0,4,2,0,0,0,0,0
NA1_5210863606,1737361307,15.1,23.2,Caitlyn,BOTTOM,0,0,6,1,0.17,147,6.35,330.8,572.4,23.0,9.1,0.54,0,0,146,10.5,54,0,0,1,0.05,-124,-15,-433,-846,-26,-753,0,0,0,0,0,0,0,0
NA1_5211229379,1737417410,15.1,19.9,Caitlyn,BOTTOM,0,1,5,1,0.4,124,6.23,295.0,411.5,20.6,18.2,0.63,0,0,84,7.0,48,0,0,7,0.31,-373,-9,-364,-898,-17,-286,0,0,0,0,0,0,1,0
NA1_5211248402,1737418939,15.1,15.4,Jinx,BOTTOM,0,1,5,0,0.2,79,5.14,276.4,336.9,19.6,11.1,0.43,0,0,103,11.2,49,0,0,2,2.55,-1528,-3,47,-2399,-25,-718,0,0,0,0,0,0,1,0
NA1_5211271065,1737420676,15.1,28.7,Caitlyn,BOTTOM,1,5,2,7,6,218,7.6,454.6,843.0,20.8,42.9,0.6,0,0,24,1.4,56,0,0,36.6,0.2,360,1,55,378,3,-138,873.0,1,1,0,0,0,0,0
NA1_5211496476,1737435777,15.1,1.8,Caitlyn,BOTTOM,1,0,1,1,1,0,0.0,328.6,459.7,54.5,100,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5211509205,1737436492,15.1,16.4,MissFortune,BOTTOM,0,1,4,3,1,92,5.63,310.8,269.4,11.9,30.8,0.43,0,0,56,5.7,45,0,0,0,0.75,-1827,-27,-410,-1896,-37,-730,0,0,0,0,0,0,1,0
NA1_5211529764,1737437937,15.1,20.4,Caitlyn,BOTTOM,0,1,7,2,0.43,152,7.43,331.9,319.6,12.6,25.0,0.67,0,0,113,9.2,45,0,0,2,2.48,-734,-18,-730,-1481,-14,-388,0,0,0,0,0,0,1,0
NA1_5213675146,1737700961,15.2,19.4,Caitlyn,BOTTOM,0,2,5,0,0.4,84,4.32,302.5,206.4,12.3,25.0,0.4,0,1,79,6.8,43,0,0,0,-0.13,-1314,-21,-275,-1699,-45,-1098,0,0,0,0,0,0,0,0
NA1_5213692921,1737702532,15.2,4.2,Jhin,BOTTOM,0,0,0,2,2,20,4.74,366.0,205.1,21.8,100,0.34,0,0,0,0.0,17,0,0,0,0,,,,,,,0,0,0,0,0,0,1,0
NA1_5213701912,1737703171,15.2,30.1,Kaisa,BOTTOM,0,2,7,3,0.71,243,8.06,356.4,529.0,24.0,29.4,0.73,0,0,205,11.3,71,0,0,11,0.06,-527,-5,-610,-1465,-7,-979,0,0,0,0,0,0,0,0
NA1_5215210254,1737862679,15.2,24.1,Caitlyn,BOTTOM,1,10,5,4,2.8,168,6.98,483.2,789.1,24.6,45.2,0.44,0,1,93,6.4,55,0,0,25,-0.4,-895,-4,-12,7,-2,721,655.0,3,2,0,0,0,0,0
NA1_5215247959,1737864697,15.2,13.7,Caitlyn,BOTTOM,0,2,3,1,1,115,8.4,403.4,329.7,22.3,75.0,0.51,0,1,50,6.1,78,0,0,25,-0.09,273,15,245,345,20,-136,0,4,1,0,0,0,1,0
NA1_5215275238,1737866204,15.2,17.0,Caitlyn,MIDDLE,1,2,1,0,2,145,8.52,387.4,373.0,13.1,12.5,0.33,0,1,35,3.4,82,0,0,18,-0.48,99,12,-169,708,16,323,984.0,3,0,0,0,0,1,0
NA1_5215300819,1737867564,15.2,17.0,Caitlyn,BOTTOM,1,7,0,1,8,157,9.24,488.8,544.1,23.2,50.0,0.74,1,0,0,0.0,75,1,0,66,0.39,1507,25,168,3175,52,958,811.0,5,2,0,0,0,1,0
NA1_5215336226,1737869715,15.2,28.9,Caitlyn,BOTTOM,1,7,8,4,1.38,227,7.84,476.5,718.5,19.0,32.4,0.63,0,2,167,9.6,48,0,0,1,-0.44,-1243,-32,-864,-1817,-41,-1084,0,0,0,0,0,0,0,0
NA1_5216258256,1737959259,15.2,39.3,Caitlyn,BOTTOM,0,9,11,8,1.55,272,6.92,445.9,1078.6,27.6,44.7,0.69,2,1,419,17.8,66,0,0,42,-0.02,1213,25,826,1445,25,822,775.0,4,2,0,0,0,0,0
NA1_5216290824,1737962356,15.2,39.6,Caitlyn,BOTTOM,1,6,9,7,1.44,269,6.79,418.4,1156.3,25.5,46.4,0.43,0,0,324,13.6,65,0,0,37.8,-0.11,-408,-5,-143,-803,-8,-992,809.0,0,1,0,0,0,0,0
NA1_5217671671,1738130163,15.2,17.6,Caitlyn,BOTTOM,0,0,7,2,0.29,132,7.5,304.0,405.8,16.4,20.0,0.58,0,0,99,9.4,59,0,0,5,2.29,-1473,-2,-499,-3474,-29,-1914,0,0,0,0,0,0,1,0
NA1_5217690844,1738131602,15.2,33.0,Caitlyn,BOTTOM,0,8,10,10,1.8,228,6.91,469.8,725.0,21.4,54.5,0.86,0,3,285,14.4,61,1,1,80.2,1.02,52,25,436,1850,39,939,691.0,7,0,0,0,0,0,0
NA1_5219891692,1738397015,15.2,21.0,Caitlyn,BOTTOM,1,3,1,5,8,180,8.56,462.0,521.3,17.5,33.3,0.66,0,0,12,1.0,59,0,0,44,0.36,-734,5,-122,-99,9,488,732.0,2,0,0,0,0,0,0
NA1_5219910777,1738398896,15.2,18.8,Caitlyn,MIDDLE,1,0,6,4,0.67,151,8.03,351.7,544.1,19.7,16.7,0.53,1,0,152,13.5,74,0,0,21,-0.26,-245,8,-660,-50,13,-498,717.0,0,0,0,0,0,1,0
NA1_5221455006,1738563946,15.2,1.8,Caitlyn,BOTTOM,0,0,0,0,0,0,0.0,289.5,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5221459995,1738564433,15.2,30.8,Caitlyn,BOTTOM,1,6,7,11,2.43,219,7.12,447.8,778.6,23.2,54.8,0.65,0,1,134,7.3,47,0,0,0,0.59,-570,-22,-712,-774,-20,-696,859.0,2,0,0,0,0,1,0
NA1_5222097495,1738646991,15.2,28.4,Caitlyn,BOTTOM,1,2,5,8,2,200,7.05,418.5,881.1,21.1,38.5,0.59,0,0,103,6.1,61,0,0,9,0.04,-268,2,-271,-997,-10,-1019,0,2,0,0,0,0,0,0
NA1_5222128227,1738649391,15.2,28.2,Sivir,BOTTOM,0,4,7,5,1.29,197,6.97,348.7,678.0,21.5,30.0,0.7,1,1,221,13.0,61,0,1,37.8,0.04,-775,22,690,-1119,20,1152,0,2,0,0,0,0,0,0
NA1_5222149471,1738651419,15.2,10.1,Caitlyn,BOTTOM,0,2,2,1,1.5,60,5.95,365.2,565.1,30.0,42.9,0.5,0,0,24,4.0,51,0,0,4,0.69,-383,-3,233,,,,0,2,0,0,0,0,1,0
NA1_5222160489,1738652520,15.2,28.1,Caitlyn,BOTTOM,0,3,7,3,0.86,186,6.63,332.0,644.1,18.8,37.5,0.75,1,0,169,10.0,69,0,0,15,1.88,-630,-5,88,-867,-12,-70,854.0,1,0,0,0,0,0,0
NA1_5223406095,1738817769,15.3,35.9,Jhin,BOTTOM,1,7,5,26,6.6,266,7.4,497.2,946.4,23.0,76.7,1.06,2,1,208,9.6,76,0,0,43,0.6,1448,19,151,1561,21,320,898.0,2,0,0,0,0,0,0
NA1_5223442229,1738820445,15.3,22.8,Caitlyn,BOTTOM,0,3,9,4,0.78,160,7.02,402.9,445.5,14.7,43.8,0.54,0,0,192,14.0,48,0,0,9,0.1,-2122,-21,-1792,-3035,-20,-1771,0,1,0,0,0,0,0,0
NA1_5223466812,1738822345,15.3,6.9,Caitlyn,BOTTOM,1,0,0,4,4,39,5.62,353.2,383.5,27.9,66.7,0.36,0,0,0,0.0,37,0,0,0,0,,,,,,,0,0,0,0,0,0,1,0
NA1_5223473319,1738823255,15.3,31.1,Brand,UTILITY,0,2,16,11,0.81,39,1.25,285.1,580.7,18.4,48.1,2.17,1,0,386,20.7,12,0,0,19,0.52,42,4,239,44,7,-37,0,0,0,0,0,0,0,0
NA1_5225679357,1739083807,15.3,31.2,Caitlyn,BOTTOM,1,2,5,6,1.6,255,8.17,408.6,427.9,15.5,28.6,0.77,1,0,142,7.6,64,0,0,33,-0.14,652,28,220,704,37,-230,950.0,2,0,0,0,0,1,0
NA1_5225709737,1739086123,15.3,35.7,Caitlyn,BOTTOM,0,9,12,4,1.08,225,6.31,410.8,1035.1,26.3,52.0,0.51,0,1,396,18.5,57,0,0,5,-0.18,-422,-21,-294,-1167,-35,-671,0,0,1,0,0,0,0,0
NA1_5225735218,1739088897,15.3,26.8,Caitlyn,BOTTOM,0,3,4,2,1.25,187,6.98,340.2,399.3,10.4,25.0,0.32,0,0,80,5.0,58,0,0,4,0.07,-393,-6,-372,-1527,-18,-1001,0,1,0,0,0,0,0,0
NA1_5226040551,1739136010,15.3,34.5,Caitlyn,BOTTOM,0,4,5,6,2,314,9.11,501.6,829.6,21.8,37.0,0.56,1,1,144,7.0,68,0,0,84,0.22,294,-3,-497,1362,21,1008,707.0,5,0,0,0,0,0,0
NA1_5227135630,1739257734,15.3,32.0,Caitlyn,BOTTOM,0,6,5,4,2,225,7.02,432.0,855.8,22.4,38.5,0.74,0,3,136,7.1,48,0,0,5,-0.24,-233,-7,106,-269,-19,296,832.0,0,0,0,0,0,0,0
NA1_5227159522,1739260727,15.3,28.8,Caitlyn,BOTTOM,0,1,6,3,0.67,198,6.89,333.1,433.3,13.9,14.8,0.94,1,0,162,9.4,61,0,0,7,0.62,576,1,81,193,4,280,933.0,1,0,0,0,0,0,0
NA1_5228485014,1739431633,15.3,16.2,Kaisa,BOTTOM,0,2,4,3,1.25,87,5.38,308.5,309.1,23.7,62.5,0.49,1,0,64,6.6,47,0,0,18,-0.07,-724,-1,-49,-1968,-13,-921,0,0,0,0,0,0,1,0
NA1_5228496069,1739433121,15.3,25.7,Caitlyn,BOTTOM,0,7,9,6,1.44,181,7.05,457.9,853.7,32.7,56.5,0.89,0,2,247,16.0,52,0,0,27,0.63,163,10,165,746,25,555,0,4,0,0,0,0,0,0
NA1_5228507267,1739435020,15.3,25.6,Caitlyn,BOTTOM,0,7,10,1,0.8,150,5.85,406.7,666.3,25.0,50.0,0.62,0,0,237,15.4,44,0,0,2,0.68,7,-9,-962,482,-19,-1651,0,1,1,0,0,0,0,0
NA1_5229094158,1739511935,15.3,27.9,Corki,BOTTOM,0,12,5,4,3.2,184,6.61,422.8,918.0,28.4,64.0,0.55,0,0,106,6.3,52,0,0,22,-0.32,446,0,268,1277,14,721,0,2,2,0,0,0,0,0
NA1_5229114729,1739513953,15.3,30.1,Caitlyn,BOTTOM,1,12,5,14,5.2,210,6.98,487.6,1224.8,22.7,61.9,0.63,1,0,148,8.2,67,0,0,61,0.09,1618,32,248,2033,43,711,776.0,5,1,0,0,0,1,0
NA1_5229139667,1739516463,15.3,31.7,Jhin,BOTTOM,0,11,12,5,1.33,176,5.55,436.3,870.2,25.6,59.3,0.76,0,0,278,14.6,31,0,0,5,0.41,-1865,-42,-1710,-1448,-54,-1494,0,0,0,0,0,0,1,0
NA1_5229158465,1739518749,15.3,28.1,Caitlyn,BOTTOM,0,7,8,3,1.25,219,7.78,461.6,788.7,26.1,66.7,0.57,0,0,190,11.3,63,0,0,22,0.05,-833,12,-1169,-518,17,-743,0,2,1,0,0,0,0,0
NA1_5229182099,1739522200,15.3,31.8,Caitlyn,BOTTOM,0,10,7,8,2.57,235,7.39,478.9,963.1,27.8,54.5,1.07,1,2,267,14.0,61,1,1,48,0.28,426,24,583,1009,40,1140,841.0,4,2,0,0,0,0,0
NA1_5229805467,1739602014,15.3,15.3,Caitlyn,BOTTOM,0,2,6,5,1.17,121,7.92,389.7,682.4,27.3,58.3,0.44,0,0,107,11.7,65,0,1,47,-0.29,830,43,200,-28,56,-124,0,3,1,0,0,0,1,0
NA1_5229821243,1739603276,15.3,29.4,Caitlyn,BOTTOM,0,6,6,6,2,207,7.04,381.2,721.8,21.4,50.0,0.48,0,1,179,10.2,60,0,0,13,-0.02,-507,-10,-444,147,1,266,850.0,2,0,0,0,0,0,0
NA1_5229842357,1739605372,15.3,35.6,Caitlyn,BOTTOM,0,16,4,9,6.25,258,7.24,519.1,1165.3,26.6,58.1,0.69,0,2,212,9.9,79,0,0,30,0.25,1023,21,78,1705,24,-94,911.0,5,3,0,0,0,0,0
NA1_5229865069,1739607904,15.3,27.9,Jinx,BOTTOM,1,5,6,14,3.17,177,6.36,391.7,641.3,19.7,54.3,0.86,0,0,99,5.9,42,0,0,6,1.02,-1407,0,-2,-2830,-8,-1029,832.0,0,1,0,0,0,0,0
NA1_5232302730,1739864232,15.3,34.0,Jinx,BOTTOM,0,2,8,4,0.75,206,6.06,362.1,365.6,11.2,22.2,0.56,0,0,251,12.3,52,0,0,5,-0.19,-944,-9,105,-2063,-30,-1459,917.0,0,0,0,0,0,0,0
NA1_5232327391,1739867351,15.3,23.4,Jinx,BOTTOM,1,1,3,4,1.67,180,7.68,383.8,429.2,12.1,18.5,0.55,0,0,81,5.8,53,0,0,5,-0.17,-422,-8,-79,-134,-15,-72,740.0,3,0,0,0,0,1,0
NA1_5233769074,1740037335,15.3,27.6,Ashe,BOTTOM,1,5,4,11,4,193,6.99,427.6,512.3,11.3,42.1,1.03,2,0,73,4.4,38,0,0,42,0.14,-644,-12,470,170,5,1713,0,3,1,0,0,0,0,0
NA1_5233791864,1740040366,15.3,31.6,Ashe,BOTTOM,0,4,9,8,1.33,174,5.52,315.7,638.1,17.7,44.4,0.51,0,1,255,13.5,52,0,0,1,0.17,-247,-8,190,-789,-26,-414,797.0,0,0,0,0,0,1,0
NA1_5235063683,1740214836,15.4,39.9,Caitlyn,BOTTOM,1,15,11,4,1.73,252,6.32,491.5,989.8,22.6,41.3,0.58,1,2,392,16.4,62,0,0,12,0.48,1366,13,694,468,-1,-169,789.0,3,2,0,0,0,0,0
NA1_5235080345,1740217777,15.4,41.4,Caitlyn,BOTTOM,1,15,7,9,3.43,305,7.37,543.6,1427.3,34.4,63.2,1.03,0,2,257,10.4,66,0,0,65.9,0.85,1798,23,411,2912,40,652,997.0,3,1,0,0,0,0,0
NA1_5235094000,1740220945,15.4,28.8,Jinx,BOTTOM,0,10,5,3,2.6,255,8.85,443.6,1198.6,36.7,61.9,0.71,3,1,148,8.6,58,0,0,58.4,-0.0,935,-1,223,1065,19,485,0,3,1,0,0,0,1,0
NA1_5235353226,1740264629,15.4,37.6,Tristana,BOTTOM,1,9,9,5,1.56,199,5.29,409.0,532.4,16.2,36.8,0.46,0,1,253,11.2,41,0,0,4,-0.31,-550,-21,-382,-144,-32,-45,0,0,1,0,0,0,0,0
NA1_5235386973,1740267790,15.4,31.1,Caitlyn,BOTTOM,1,12,3,12,8,254,8.17,544.5,1132.5,27.1,52.2,0.51,1,1,116,6.2,57,1,0,96,0.05,1084,14,599,2159,26,909,779.0,4,0,0,0,0,0,0
NA1_5237067362,1740470348,15.4,23.9,Caitlyn,BOTTOM,0,2,3,6,2.67,188,7.86,367.0,414.8,15.8,66.7,0.55,0,1,71,4.9,58,0,0,6,-0.02,-134,-4,-95,-58,-12,-592,0,0,0,0,0,0,1,0
NA1_5237079834,1740472456,15.4,27.4,Jinx,BOTTOM,0,4,8,4,1,192,6.99,367.0,570.0,17.9,32.0,0.67,0,0,217,13.2,73,0,0,27,0.88,-421,11,165,-1141,-4,-956,0,3,0,0,0,0,0,0
NA1_5241875747,1741159556,15.4,15.2,Jinx,BOTTOM,0,2,5,2,0.8,94,6.2,344.3,351.9,16.2,44.4,0.43,0,0,62,6.8,52,0,0,4,0.2,-695,-14,-376,-1437,-14,-1374,0,2,0,0,0,0,1,0
NA1_5241881192,1741160764,15.4,29.8,Caitlyn,BOTTOM,0,10,6,6,2.67,236,7.93,475.1,997.9,26.3,47.1,0.49,0,3,113,6.3,65,0,0,59.0,-0.06,-1128,4,-166,-1200,8,-642,899.0,1,1,0,0,0,0,0
NA1_5241896465,1741163259,15.4,20.1,Tristana,BOTTOM,0,1,4,1,0.5,148,7.35,327.7,345.6,18.3,16.7,0.49,0,0,85,7.0,58,0,0,4,-0.29,761,-4,739,-599,-20,-286,0,1,0,0,0,0,1,0
NA1_5241907881,1741164831,15.4,15.7,Tristana,BOTTOM,0,2,5,1,0.6,109,6.96,355.8,228.1,10.5,37.5,0.42,0,0,93,9.9,53,0,0,9,-0.29,-203,8,-399,-604,4,-460,0,1,1,0,0,0,1,0
NA1_5242967671,1741327437,15.5,35.0,Caitlyn,BOTTOM,1,10,4,9,4.75,266,7.6,465.0,966.2,26.8,54.3,0.49,0,1,147,7.0,69,0,0,94.8,1.02,791,17,50,567,39,30,977.0,4,2,0,0,0,0,0
NA1_5242993093,1741329998,15.5,34.6,Corki,MIDDLE,0,6,10,7,1.3,272,7.85,397.4,1040.8,25.7,43.3,0.73,3,3,354,17.0,89,0,0,29,-0.04,247,17,95,501,15,189,1024.0,1,0,0,0,0,0,0
NA1_5243014442,1741332906,15.5,38.2,Sivir,BOTTOM,0,20,5,22,8.4,309,8.09,540.0,1615.3,29.9,66.7,1.13,0,2,205,8.9,60,1,1,69.0,2.31,710,-10,965,2384,6,2571,848.0,3,6,0,0,0,0,0
NA1_5245402465,1741667088,15.5,39.1,Caitlyn,BOTTOM,0,10,9,10,2.22,304,7.78,432.7,1201.1,35.2,55.6,1.01,2,1,204,8.7,60,0,0,88,0.22,-180,-4,191,-589,-10,-320,0,1,1,0,0,0,0,0
NA1_5245429699,1741669826,15.5,36.9,Tristana,BOTTOM,0,18,9,6,2.67,329,8.92,560.4,1062.4,29.0,66.7,0.88,1,1,288,13.0,62,1,1,126.0,0.43,1577,12,816,1359,34,1213,0,0,2,0,0,0,0,0
NA1_5245455172,1741672461,15.5,26.7,Caitlyn,BOTTOM,1,4,5,7,2.2,196,7.33,422.2,633.8,18.4,32.4,0.34,0,0,130,8.1,51,0,0,29,-0.52,-157,12,252,62,23,724,847.0,3,0,0,0,0,1,0
NA1_5245468482,1741674365,15.5,28.2,Caitlyn,BOTTOM,1,10,6,1,1.83,189,6.71,439.7,940.3,20.3,24.4,0.56,0,2,105,6.2,52,0,0,18.2,-0.21,-1403,-16,-577,-1811,-28,-1303,0,0,1,0,0,0,0,0
NA1_5245483988,1741676378,15.5,36.4,Caitlyn,BOTTOM,1,6,5,3,1.8,292,8.02,403.4,829.0,25.1,26.5,0.63,2,0,167,7.6,65,0,0,76,1.68,604,14,252,599,33,1127,0,1,1,0,0,0,0,0
NA1_5245970895,1741753086,15.5,35.1,Lux,MIDDLE,0,5,3,11,5.33,255,7.25,388.8,779.6,25.2,44.4,0.62,0,1,100,4.7,71,0,0,43.2,-0.2,168,10,703,-219,20,610,0,1,0,0,0,0,0,0
NA1_5245999931,1741755916,15.5,29.8,Caitlyn,BOTTOM,0,3,9,5,0.89,222,7.46,410.9,677.5,21.6,42.1,0.67,1,1,278,15.6,72,0,0,56,0.52,528,23,-234,-17,18,-357,864.0,2,0,0,0,0,0,0
