matchId,date,patch,durationMin,champion,position,win,kills,deaths,assists,kda,cs,csPerMin,goldPerMin,dmgPerMin,teamDmgPct,killParticipation,visionPerMin,controlWards,soloKills,timeDeadSec,deadPct,laneMinions10,laneGoldExpAdv,earlyLaneAdv,maxCsAdvOpp,visionAdvOpp,goldDiff10,csDiff10,xpDiff10,goldDiff14,csDiff14,xpDiff14,firstTowerKilledTime,turretPlates,doubleKills,tripleKills,quadraKills,pentaKills,surrenderEnd,earlySurrender
NA1_5298680668,1748746194,15.11,31.5,Caitlyn,BOTTOM,1,8,6,10,3,204,6.48,524.5,1099.9,22.0,47.4,0.57,1,0,181,9.6,68,0,0,39,-0.32,329,10,543,-486,-8,-59,0,3,0,0,0,0,0,0
NA1_5298715246,1748748566,15.11,28.3,Caitlyn,BOTTOM,1,7,4,5,3,210,7.42,469.0,912.9,28.8,50.0,0.54,0,0,104,6.1,67,0,0,34,0.24,-669,4,-82,-750,14,18,921.0,1,2,0,0,0,0,0
NA1_5298742517,1748750655,15.11,29.3,Caitlyn,BOTTOM,1,6,5,10,3.2,223,7.61,457.7,802.2,20.4,42.1,0.9,1,0,172,9.8,72,0,0,17,0.61,966,18,-60,1555,21,-384,881.0,3,1,0,0,0,0,0
NA1_5299134077,1748811409,15.11,42.1,Caitlyn,BOTTOM,0,11,8,7,2.25,286,6.79,493.6,1053.9,18.9,52.9,1.01,1,2,306,12.1,64,1,0,31,0.98,480,5,-201,1915,18,1014,779.0,4,0,0,0,0,0,0
NA1_5299164530,1748814569,15.11,27.5,Caitlyn,BOTTOM,1,2,5,4,1.2,170,6.18,378.3,400.5,12.3,23.1,0.54,0,0,114,6.9,46,0,0,8,0.06,-379,-17,-1095,183,-32,-1030,660.0,5,0,0,0,0,0,0
NA1_5300002691,1748919891,15.11,37.1,Caitlyn,BOTTOM,0,6,4,6,3,294,7.93,492.5,830.2,23.9,50.0,0.79,1,0,147,6.6,76,1,1,57.0,0.79,1335,34,847,2241,42,968,841.0,4,1,0,0,0,0,0
NA1_5300050159,1748923410,15.11,30.1,Sivir,BOTTOM,0,3,10,8,1.1,216,7.17,377.7,781.5,20.9,37.9,0.51,1,0,220,12.2,47,0,0,3,-0.35,-1056,-4,-548,-1489,-16,-702,855.0,1,0,0,0,0,0,0
NA1_5301186261,1749090273,15.11,29.1,Caitlyn,BOTTOM,0,5,10,4,0.9,171,5.88,412.2,606.1,19.7,39.1,0.49,1,0,252,14.4,56,0,0,10,0.28,238,7,-121,-895,4,-640,0,1,0,0,0,0,0,0
NA1_5301215008,1749092260,15.11,16.9,Jhin,BOTTOM,0,0,3,0,0,130,7.68,307.1,254.9,13.7,0,0.28,0,0,67,6.6,73,0,0,2,3.74,-52,-1,-271,-737,-7,-1085,856.0,1,0,0,0,0,1,0
NA1_5301233917,1749093706,15.11,27.5,Caitlyn,BOTTOM,1,13,1,3,16,218,7.92,591.3,1201.8,28.0,53.3,0.55,0,2,10,0.6,65,1,0,72.4,-0.41,892,27,539,1816,37,1254,930.0,1,1,1,0,0,0,0
NA1_5301861476,1749182934,15.11,31.7,Caitlyn,BOTTOM,1,7,3,7,4.67,259,8.18,447.9,1114.1,29.6,53.8,0.71,0,0,73,3.8,72,0,0,14,0.37,-62,9,331,-473,1,-193,926.0,3,2,1,0,0,0,0
NA1_5301893806,1749185482,15.11,33.7,Caitlyn,BOTTOM,0,5,9,6,1.22,214,6.35,387.8,1114.3,33.2,52.4,0.43,0,0,206,10.2,69,0,0,12,-0.2,-739,3,-686,-2150,-18,-1775,817.0,0,0,0,0,0,0,0
NA1_5303135937,1749358213,15.11,33.2,Caitlyn,BOTTOM,1,6,9,18,2.67,220,6.63,413.3,1060.5,24.5,58.5,0.65,1,0,241,12.1,45,0,0,8,0.14,-1397,-13,-670,-959,-6,-589,894.0,4,0,0,0,0,0,0
NA1_5303163231,1749360666,15.11,30.1,Caitlyn,BOTTOM,1,12,6,8,3.33,231,7.67,547.4,791.2,20.0,48.8,0.79,1,3,125,6.9,56,0,0,15.7,1.0,-1072,-4,208,-395,-5,629,834.0,1,2,0,0,0,0,0
NA1_5308771509,1750132319,15.12,38.8,Caitlyn,BOTTOM,0,15,10,4,1.9,288,7.42,567.2,1116.9,25.3,48.7,0.77,0,1,354,15.2,64,0,1,47,-0.44,1364,27,471,1157,34,-191,0,5,2,0,0,0,0,0
NA1_5317928249,1751429635,15.13,15.3,Jhin,BOTTOM,1,6,0,6,12,126,8.23,457.0,563.9,16.8,40.0,0.4,1,0,0,0.0,62,1,1,66,-0.2,2194,33,1618,2277,55,2031,802.0,3,0,0,0,0,1,0
NA1_5317954079,1751431942,15.13,33.6,Caitlyn,BOTTOM,1,22,4,4,6.5,248,7.37,659.5,1567.6,38.2,68.4,0.62,1,1,76,3.8,72,0,0,62.4,-0.28,1086,28,-8,1323,13,81,854.0,1,6,4,1,0,0,0
NA1_5318381838,1751507331,15.13,27.9,Caitlyn,BOTTOM,0,2,5,2,0.8,221,7.91,398.4,856.2,26.3,33.3,0.59,1,0,168,10.0,74,0,0,15,0.03,641,6,466,391,-5,-411,0,1,0,0,0,0,1,0
NA1_5318409857,1751509461,15.13,28.0,Caitlyn,BOTTOM,1,13,0,5,18,261,9.32,658.2,1661.6,42.1,85.7,0.47,0,2,0,0.0,65,0,0,77.4,-0.29,1556,22,-106,1764,27,-166,960.0,3,1,0,0,0,0,0
NA1_5318480095,1751515180,15.13,28.4,Caitlyn,BOTTOM,0,6,8,9,1.88,199,7.01,445.5,755.1,21.1,50.0,0.67,1,0,213,12.5,61,0,1,25,0.22,320,3,238,1290,8,357,0,0,2,0,0,0,1,0
NA1_5319689005,1751693274,15.13,27.9,Caitlyn,BOTTOM,0,4,9,6,1.11,160,5.74,365.7,696.9,24.3,55.6,0.58,1,0,244,14.6,63,0,0,9,0.06,-859,-7,-85,-1554,-24,-1190,801.0,0,1,0,0,0,0,0
NA1_5319884442,1751737884,15.13,21.7,Jhin,BOTTOM,1,8,3,4,4,139,6.4,474.5,690.1,16.8,38.7,0.87,1,0,62,4.8,62,0,0,6,1.06,265,-4,12,752,-11,152,661.0,1,1,0,0,0,0,0
NA1_5319915896,1751742168,15.13,16.4,Caitlyn,BOTTOM,1,5,0,4,9,136,8.31,510.3,477.4,14.2,37.5,0.48,0,0,0,0.0,77,1,1,66.4,0.2,2200,52,1736,4163,69,1546,632.0,7,0,0,0,0,1,0
NA1_5319925649,1751743543,15.13,40.2,Caitlyn,BOTTOM,1,11,4,15,6.5,293,7.29,519.8,1271.8,30.8,74.3,0.92,0,0,82,3.4,56,0,0,16.4,-0.0,-556,-4,175,-440,-4,195,0,1,1,1,0,0,0,0
NA1_5319993193,1751751868,15.13,35.2,Caitlyn,BOTTOM,0,8,9,4,1.33,280,7.95,505.6,1008.9,30.1,42.9,0.54,1,1,301,14.2,64,0,0,19.6,0.21,655,8,-192,184,1,-402,0,0,0,0,0,0,0,0
NA1_5320314498,1751781786,15.13,32.5,Caitlyn,BOTTOM,1,15,5,2,3.4,227,6.98,580.6,1066.0,30.2,48.6,0.73,0,2,173,8.9,62,0,0,9,1.41,-907,5,-456,-1266,-14,-1375,0,2,4,0,0,0,1,0
NA1_5320528366,1751826727,15.13,22.0,Caitlyn,BOTTOM,1,14,3,7,7,170,7.74,560.2,907.3,27.4,63.6,0.44,1,0,56,4.2,58,0,0,40,0.03,-84,5,340,347,5,974,0,0,2,2,0,0,1,0
NA1_5320552530,1751829578,15.13,35.5,Caitlyn,BOTTOM,1,11,8,16,3.38,245,6.9,510.1,959.2,24.2,58.7,0.71,2,0,276,13.0,65,0,0,26,1.01,-166,18,231,794,26,219,0,2,0,0,0,0,0,0
NA1_5320587028,1751833119,15.13,24.7,Caitlyn,BOTTOM,0,1,4,1,0.5,202,8.18,374.3,522.7,17.7,10.5,0.43,0,1,154,10.4,70,0,0,17.8,-0.49,351,4,-153,155,10,-248,890.0,1,0,0,0,0,0,0
NA1_5321457500,1751944579,15.13,26.4,Caitlyn,BOTTOM,1,10,6,9,3.17,147,5.56,506.9,944.5,23.2,48.7,0.73,1,2,144,9.1,63,0,0,35,0.45,173,17,286,509,13,-186,0,0,1,0,0,0,0,0
NA1_5321512723,1751949235,15.13,35.6,Caitlyn,BOTTOM,0,11,7,6,2.43,253,7.11,485.0,1063.7,25.7,50.0,0.64,2,1,184,8.6,63,0,0,28.8,-0.17,-104,22,24,-595,14,-312,0,0,0,0,0,0,0,0
NA1_5322085430,1752035877,15.13,15.2,Jhin,BOTTOM,1,4,1,2,6,112,7.37,444.2,478.0,21.6,33.3,0.61,0,0,14,1.5,60,1,0,18,0.11,-18,3,-64,1597,14,1071,852.0,3,0,0,0,0,1,0
NA1_5323138946,1752203524,15.13,28.6,Caitlyn,BOTTOM,0,10,6,0,1.67,214,7.48,503.0,1003.8,35.2,62.5,0.93,1,0,187,10.9,63,0,0,37.0,0.56,31,5,-113,367,5,-455,868.0,2,1,1,0,0,0,0
NA1_5323502071,1752269307,15.13,27.9,Caitlyn,BOTTOM,0,4,7,8,1.71,208,7.45,415.6,1017.8,23.6,54.5,0.68,1,0,156,9.3,65,0,0,26,2.82,476,5,538,521,19,740,935.0,2,0,0,0,0,0,0
NA1_5323957939,1752334038,15.13,28.5,Kaisa,TOP,0,5,7,5,1.43,199,6.97,461.4,833.0,33.2,66.7,0.52,0,0,208,12.1,74,0,0,10,-0.25,-95,-4,-827,-1610,-19,-2200,0,0,0,0,0,0,0,0
NA1_5324413716,1752385099,15.13,36.5,Jinx,BOTTOM,1,8,5,10,3.6,319,8.74,492.4,1036.4,23.6,64.3,1.14,0,0,166,7.6,62,0,0,47,1.06,411,7,-182,98,3,-317,0,0,2,1,1,0,0,0
NA1_5324592822,1752423361,15.13,26.5,Caitlyn,BOTTOM,0,5,5,6,2.2,193,7.29,412.1,580.6,21.2,61.1,0.62,0,1,100,6.3,64,0,0,4,-0.23,50,-9,28,178,-10,264,0,1,0,0,0,0,1,0
NA1_5324772190,1752444688,15.13,27.7,Caitlyn,BOTTOM,1,7,2,8,7.5,199,7.18,457.9,761.9,18.3,46.9,0.56,0,1,68,4.1,75,0,0,33,0.57,419,10,310,1346,15,805,949.0,1,1,0,0,0,0,0
NA1_5324800002,1752447289,15.13,28.9,Caitlyn,BOTTOM,0,0,7,2,0.29,228,7.9,362.7,366.5,12.6,10.5,0.85,1,0,168,9.7,59,0,0,9,0.21,285,18,93,-501,9,-438,0,0,0,0,0,0,0,0
NA1_5326121445,1752626442,15.13,22.9,Kaisa,MIDDLE,0,2,8,4,0.75,148,6.48,362.9,504.5,19.6,30.0,0.5,0,2,255,18.6,66,0,0,4,-0.3,-76,-9,144,-1432,-11,-483,0,0,0,0,0,0,1,0
NA1_5326678042,1752707521,15.14,32.1,Caitlyn,BOTTOM,0,5,9,7,1.33,248,7.71,433.3,987.5,22.9,42.9,0.45,0,1,280,14.5,70,1,0,68,-0.24,1328,38,563,1279,45,965,0,1,0,0,0,0,0,0
NA1_5327318871,1752791570,15.14,34.4,Caitlyn,BOTTOM,1,13,5,15,5.6,228,6.63,542.7,1661.3,33.6,73.7,0.56,0,1,162,7.8,60,1,1,44,-0.38,1921,35,886,3797,52,1183,928.0,7,1,0,0,0,0,0
NA1_5327342038,1752794084,15.14,15.3,Caitlyn,BOTTOM,0,1,3,1,0.67,109,7.12,331.0,539.4,28.6,50.0,0.47,0,1,50,5.4,56,0,0,15,15.85,-234,8,72,-1176,6,-390,0,0,0,0,0,0,1,0
NA1_5327355587,1752795463,15.14,15.3,Lux,MIDDLE,1,6,0,1,7,119,7.78,430.9,720.9,26.8,35.0,0.51,0,3,0,0.0,76,1,0,28,0.16,580,11,1065,1617,22,2504,757.0,2,0,0,0,0,1,0
NA1_5330567347,1753227826,15.14,25.1,Caitlyn,BOTTOM,0,3,4,0,0.75,188,7.49,385.8,495.1,17.3,18.8,0.68,1,1,86,5.7,64,1,1,59,0.0,1403,22,1033,2268,37,1549,748.0,5,0,0,0,0,1,0
NA1_5330770515,1753244362,15.14,28.9,Sivir,BOTTOM,1,9,4,12,5.25,251,8.7,489.6,1145.2,31.7,60.0,0.67,0,0,132,7.6,59,0,1,64.0,0.16,610,5,551,996,6,711,0,1,1,0,0,0,0,0
NA1_5332496875,1753503268,15.14,29.2,Lux,MIDDLE,1,6,8,6,1.5,171,5.86,360.1,901.8,24.1,35.3,0.47,0,3,283,16.2,64,0,0,23,0.37,-174,1,-205,-386,7,252,711.0,0,0,0,0,0,0,0
NA1_5332909940,1753571018,15.14,15.2,Sivir,BOTTOM,1,3,1,1,4,126,8.26,426.4,480.5,18.5,22.2,0.65,1,1,14,1.5,62,1,0,78.8,3.83,1436,36,527,2908,67,1480,696.0,4,0,0,0,0,1,0
NA1_5332927399,1753573029,15.14,37.1,Lux,MIDDLE,1,8,5,11,3.8,250,6.73,429.4,889.0,24.2,45.2,0.53,1,2,138,6.2,78,0,0,7,-0.26,-206,2,615,-333,-4,106,0,0,0,0,0,0,0,0
NA1_5333124620,1753590155,15.14,28.4,Annie,MIDDLE,0,3,7,2,0.71,187,6.58,346.1,729.5,18.4,20.8,0.62,0,2,200,11.7,58,0,0,2,-0.11,-573,-18,-280,-708,-17,-85,0,1,0,0,0,0,0,0
NA1_5333151982,1753592318,15.14,34.6,Sivir,BOTTOM,0,1,5,6,1.4,325,9.38,382.6,763.4,26.8,63.6,0.77,0,0,155,7.5,85,0,0,67.0,0.28,498,23,347,1050,35,621,0,4,0,0,0,0,1,0
NA1_5334191155,1753749233,15.14,2.3,Caitlyn,BOTTOM,1,0,0,1,1,3,1.29,325.3,417.3,51.0,100,0.64,0,0,0,0.0,3,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5334722660,1753831241,15.14,18.9,Caitlyn,BOTTOM,1,8,0,0,8,139,7.35,473.1,570.0,21.7,57.1,0.64,1,1,0,0.0,51,0,0,9,0.37,649,-12,22,765,-18,-85,890.0,1,2,0,0,0,1,0
NA1_5334744854,1753833120,15.14,31.0,Caitlyn,BOTTOM,1,3,5,10,2.6,248,8.0,426.0,764.8,17.6,43.3,0.91,0,0,77,4.1,59,0,0,45.0,1.33,-537,-12,-214,-507,-9,-456,929.0,2,1,0,0,0,0,0
NA1_5334767770,1753835347,15.14,15.4,Sivir,BOTTOM,0,1,4,0,0.25,122,7.9,325.7,288.2,24.3,16.7,0.56,0,0,76,8.2,59,0,0,11,-0.33,-172,4,-77,-975,4,-327,0,0,0,0,0,0,1,0
NA1_5334951724,1753850678,15.14,39.1,Caitlyn,BOTTOM,1,5,6,5,1.67,268,6.86,443.1,857.2,21.5,33.3,0.98,0,1,112,4.8,49,0,0,4,0.89,-1739,-34,-860,-1946,-41,-1580,748.0,0,0,0,0,0,0,0
NA1_5336491394,1754020435,15.15,29.4,Caitlyn,BOTTOM,1,6,5,11,3.4,207,7.05,464.0,851.2,22.0,44.7,0.72,1,1,154,8.7,54,0,0,30.2,0.66,995,-6,217,1061,-4,557,0,0,1,0,0,0,0,0
NA1_5336524691,1754022690,15.15,30.6,Caitlyn,BOTTOM,0,2,4,5,1.75,230,7.53,405.3,714.4,24.5,33.3,0.59,1,1,109,5.9,72,0,0,15,-0.04,82,12,302,-800,2,-112,0,0,0,0,0,0,0,0
NA1_5338521834,1754241523,15.15,32.1,Caitlyn,BOTTOM,0,7,4,2,2.25,233,7.25,481.7,770.9,26.3,47.4,0.61,1,3,100,5.2,56,0,0,6,0.29,-1073,-16,38,-477,-16,289,0,0,0,0,0,0,0,0
NA1_5339167498,1754288446,15.15,31.1,Lux,UTILITY,0,6,10,7,1.3,58,1.86,359.5,1061.1,18.9,56.5,2.38,2,1,273,14.6,16,0,0,21.2,0.1,698,0,105,1018,5,304,684.0,2,0,0,0,0,0,0
NA1_5339401893,1754331331,15.15,27.8,Sivir,BOTTOM,0,0,5,2,0.4,213,7.67,343.2,489.8,15.0,10.5,0.57,0,0,121,7.3,55,0,0,1,0.56,-521,-17,-763,-1245,-30,-1297,878.0,0,0,0,0,0,1,0
NA1_5339416643,1754333353,15.15,15.2,Caitlyn,BOTTOM,1,3,0,2,5,115,7.56,419.1,366.3,15.8,29.4,0.56,0,1,0,0.0,66,1,0,27,0.17,357,12,434,1417,18,1515,675.0,2,0,0,0,0,1,0
NA1_5339440919,1754335675,15.15,29.4,Caitlyn,BOTTOM,1,3,6,11,2.33,208,7.08,437.4,544.2,14.7,43.8,0.81,1,1,171,9.7,56,0,0,11,0.78,176,8,396,219,10,944,0,1,0,0,0,0,0,0
NA1_5339460423,1754337896,15.15,31.9,Caitlyn,BOTTOM,1,9,5,9,3.6,212,6.64,516.1,1109.3,27.9,58.1,0.93,1,2,155,8.1,65,0,0,36,0.23,-297,2,-190,-76,11,172,898.0,2,0,0,0,0,1,0
NA1_5339857752,1754365539,15.15,20.1,Caitlyn,BOTTOM,1,0,1,1,1,170,8.47,349.2,261.2,10.6,4.3,0.54,0,0,36,3.0,73,0,0,19,-0.25,348,10,-440,81,0,-358,788.0,2,0,0,0,0,1,0
NA1_5339882554,1754367349,15.15,30.1,Caitlyn,BOTTOM,1,7,3,7,4.67,234,7.76,483.2,1076.0,25.6,42.4,0.55,0,2,64,3.5,58,0,0,31,-0.11,637,16,-43,1472,21,563,895.0,3,2,0,0,0,0,0
NA1_5340341665,1754432276,15.15,32.4,Caitlyn,BOTTOM,1,7,4,13,5,230,7.1,501.3,1223.1,32.1,55.6,0.6,1,0,115,5.9,61,0,0,37.6,0.06,962,2,188,902,4,-66,0,2,0,0,0,0,0,0
NA1_5340442662,1754440218,15.15,1.7,Caitlyn,BOTTOM,0,0,0,0,0,0,0.0,292.6,0,0,0,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5340659682,1754453761,15.15,22.1,Caitlyn,BOTTOM,1,4,1,6,10,188,8.49,488.0,595.7,19.5,34.5,0.61,0,0,25,1.9,65,0,0,42,-0.05,918,11,415,1225,6,233,800.0,1,0,0,0,0,1,0
NA1_5340690722,1754455857,15.15,19.1,Caitlyn,BOTTOM,1,4,3,6,3.33,150,7.85,459.2,581.7,27.7,62.5,0.46,0,0,36,3.1,56,0,0,3,-0.06,-541,-5,110,537,-13,405,765.0,5,0,0,0,0,1,0
NA1_5342142544,1754626273,15.15,1.8,Caitlyn,BOTTOM,0,0,0,1,1,0,0.0,312.8,177.2,32.6,100,0,0,0,0,0.0,0,0,0,0,0,,,,,,,0,0,0,0,0,0,0,1
NA1_5342156627,1754627320,15.15,29.5,Caitlyn,BOTTOM,0,1,4,6,1.75,205,6.95,365.4,512.2,19.9,43.8,0.57,0,0,102,5.8,56,0,0,16,1.05,-221,0,499,40,6,694,0,0,0,0,0,0,0,0
NA1_5342191467,1754629918,15.15,29.7,Sivir,BOTTOM,1,3,4,11,3.5,255,8.6,463.3,806.5,20.4,50.0,0.61,0,0,76,4.3,69,0,0,29.5,0.31,-294,14,840,-382,9,567,859.0,0,0,0,0,0,1,0
NA1_5342622469,1754694844,15.15,35.4,Caitlyn,BOTTOM,0,16,9,10,2.89,249,7.04,530.1,1725.9,36.7,68.4,0.56,1,2,210,9.9,62,0,0,7.0,-0.17,-360,6,-526,-644,-8,-587,0,4,3,1,0,0,0,0
NA1_5342712361,1754702159,15.15,7.6,Caitlyn,BOTTOM,1,2,0,2,4,56,7.37,398.7,446.8,22.4,57.1,0.34,0,1,0,0.0,49,0,0,0,0,,,,,,,0,0,0,0,0,0,1,0
NA1_5342722479,1754702958,15.15,15.4,Caitlyn,BOTTOM,1,4,0,2,6,136,8.81,457.6,321.4,15.2,50.0,0.54,0,0,0,0.0,75,1,0,67,1.59,929,9,44,2121,44,1608,841.0,3,0,0,0,0,1,0
NA1_5342741284,1754704208,15.15,29.6,Caitlyn,BOTTOM,1,11,4,5,4,213,7.19,563.5,886.3,22.5,42.1,0.6,0,0,42,2.4,55,0,0,22.8,0.09,-451,4,-406,527,14,322,840.0,4,1,1,0,0,0,0
NA1_5343601028,1754795770,15.15,12.6,Caitlyn,BOTTOM,1,1,2,2,1.5,103,8.17,387.1,350.0,23.8,42.9,0.55,0,1,20,2.6,72,0,0,5,1.61,84,-3,35,,,,0,1,0,0,0,0,1,0
NA1_5343617108,1754796898,15.15,23.2,Caitlyn,BOTTOM,0,2,5,4,1.2,165,7.11,380.0,737.4,25.5,37.5,0.38,0,0,87,6.2,46,0,0,13,-0.57,-804,-5,-182,-1365,-7,-397,0,0,0,0,0,0,1,0
NA1_5344098928,1754858160,15.15,35.7,Caitlyn,BOTTOM,0,9,6,5,2.33,261,7.31,466.6,1061.0,29.0,56.0,0.85,0,0,159,7.4,79,0,0,69.2,0.02,762,21,172,243,12,-100,0,2,1,0,0,0,1,0
NA1_5344128483,1754860842,15.15,31.0,Caitlyn,BOTTOM,0,7,12,7,1.17,209,6.74,418.8,825.1,23.6,43.8,0.41,0,2,274,14.7,50,0,0,2,-0.23,-2162,-32,-977,-2663,-50,-1274,0,0,1,0,0,0,0,0
NA1_5344499923,1754886599,15.15,15.3,Caitlyn,BOTTOM,1,2,0,1,3,138,9.02,420.8,572.3,18.9,23.1,0.81,0,0,0,0.0,68,0,0,53,2.07,999,22,42,1175,39,-165,0,3,0,0,0,0,1,0
NA1_5344518797,1754888000,15.15,29.9,Caitlyn,BOTTOM,1,4,6,6,1.67,179,5.98,416.4,468.4,15.3,50.0,0.56,0,0,139,7.7,61,0,0,28,0.22,-538,7,292,-2058,-3,89,0,1,1,0,0,0,0,0
NA1_5348121898,1755321810,15.16,30.2,Caitlyn,BOTTOM,1,11,2,5,8,241,7.97,520.3,1182.0,30.6,47.1,0.4,0,2,74,4.1,71,0,0,26,-0.14,1035,19,-162,895,25,224,0,1,4,1,0,0,1,0
NA1_5348151793,1755324263,15.16,31.8,Caitlyn,BOTTOM,0,7,6,1,1.33,251,7.91,460.1,872.0,29.1,30.8,0.6,0,2,207,10.9,68,1,0,13,0.57,-63,-6,126,1018,-3,1404,922.0,2,1,0,0,0,0,0
NA1_5348356031,1755363291,15.16,14.9,Caitlyn,BOTTOM,0,0,2,2,1,118,7.89,334.5,391.7,22.8,33.3,0.41,0,0,37,4.1,61,0,0,43,-0.23,686,25,268,514,39,160,0,2,0,0,0,0,1,0
NA1_5348846069,1755405203,15.16,37.3,Caitlyn,BOTTOM,0,5,6,6,1.83,327,8.76,492.9,841.7,22.3,40.7,0.72,0,1,225,10.0,71,0,0,21,-0.44,391,0,297,488,3,649,0,1,0,0,0,0,0,0
NA1_5348881080,1755407829,15.16,42.3,Caitlyn,BOTTOM,1,5,10,8,1.3,287,6.79,462.5,961.7,23.9,41.9,0.93,0,1,328,12.9,58,1,0,207.4,5.1,898,15,786,1927,29,1294,842.0,3,0,0,0,0,0,0
NA1_5349596808,1755486693,15.16,26.9,Caitlyn,BOTTOM,1,3,5,10,2.6,155,5.76,372.7,561.6,12.4,31.7,0.55,0,0,93,5.8,45,0,0,4,1.68,-560,-10,-801,-815,-24,-565,770.0,0,0,0,0,0,0,0
NA1_5349624372,1755488731,15.16,29.7,Ashe,BOTTOM,0,0,9,4,0.44,194,6.52,311.5,645.2,23.4,25.0,0.76,0,0,213,11.9,59,0,0,41.0,-0.07,-394,10,-302,-1308,4,-611,845.0,0,0,0,0,0,0,0
NA1_5351758526,1755752410,15.16,30.5,Caitlyn,BOTTOM,0,6,6,8,2.33,217,7.11,418.8,895.9,29.1,63.6,0.45,1,0,155,8.5,58,0,0,8,-0.43,152,7,-445,-359,10,-619,0,2,0,0,0,0,0,0
NA1_5351783699,1755754685,15.16,26.4,Sivir,BOTTOM,0,8,8,8,2,186,7.05,487.6,988.3,26.4,59.3,0.35,1,2,191,12.1,57,0,0,5,-0.54,-1367,-15,-150,-1645,-19,709,0,0,0,0,0,0,0,0
NA1_5352416193,1755833708,15.16,29.4,Lux,MIDDLE,0,2,3,6,2.67,224,7.63,369.3,753.9,20.4,27.6,0.79,0,2,85,4.8,73,0,0,62,0.1,-223,7,866,-658,16,344,860.0,2,0,0,0,0,1,0
NA1_5356119704,1756269589,15.16,28.7,Caitlyn,BOTTOM,0,8,5,5,2.6,219,7.64,510.8,879.6,30.9,52.0,0.66,0,1,198,11.5,64,1,0,46.4,0.05,404,3,113,1847,20,959,0,4,0,0,0,0,0,0
NA1_5360483967,1756765745,15.17,39.3,Caitlyn,BOTTOM,0,5,6,6,1.83,313,7.96,394.5,1325.4,38.8,61.1,0.68,0,0,197,8.4,73,0,0,56,-0.15,429,18,36,1186,28,205,0,1,0,0,0,0,1,0
NA1_5360520428,1756768686,15.17,19.3,Jhin,BOTTOM,1,5,2,3,4,137,7.11,377.5,491.2,15.9,27.6,0.57,0,1,46,4.0,56,0,0,5,1.04,403,2,157,590,-8,387,841.0,0,0,0,0,0,1,0
NA1_5372009751,1758397499,15.18,29.2,Caitlyn,BOTTOM,1,1,4,4,1.25,232,7.94,423.3,501.5,16.6,27.8,0.56,0,0,140,8.0,66,0,0,18.0,-0.13,586,16,623,778,21,767,918.0,2,0,0,0,0,1,0
NA1_5372586052,1758477624,15.18,23.6,Sivir,BOTTOM,1,3,3,8,3.67,163,6.91,397.5,523.2,21.2,47.8,0.77,0,0,46,3.2,51,0,0,12,-0.08,-472,-9,-177,-1641,-11,-609,924.0,0,0,0,0,0,1,0
NA1_5372604848,1758480179,15.18,29.2,Caitlyn,BOTTOM,1,9,4,8,4.25,250,8.56,519.8,936.2,21.6,44.7,0.65,0,0,65,3.7,68,0,0,44.0,-0.08,-131,-8,-312,-250,-15,-732,964.0,0,1,0,0,0,0,0
NA1_5372697702,1758490888,15.18,27.6,Caitlyn,BOTTOM,0,9,5,5,2.8,215,7.79,539.0,761.2,23.9,58.3,0.56,0,2,174,10.5,72,0,1,53,0.13,1248,29,307,2126,41,380,902.0,1,0,0,0,0,0,0
NA1_5372721961,1758493057,15.18,19.6,Sivir,BOTTOM,0,5,6,5,1.67,128,6.51,382.7,663.9,27.3,66.7,0.97,1,0,115,9.8,54,0,0,11,0.44,-127,-1,-680,-358,-15,-1167,0,1,0,0,0,0,1,0
NA1_5383431583,1759382964,15.19,30.4,Caitlyn,BOTTOM,0,13,6,4,2.83,243,8.0,514.3,890.7,28.8,60.7,0.52,0,1,147,8.1,49,0,0,53.4,-0.12,1004,-1,88,1390,4,139,0,1,1,0,0,0,0,0
NA1_5383470129,1759386095,15.19,33.6,Caitlyn,BOTTOM,1,6,7,7,1.86,266,7.92,508.6,914.6,20.8,34.2,0.75,1,0,237,11.8,78,0,0,53,0.14,123,28,100,141,36,-22,868.0,3,0,0,0,0,0,0
NA1_5383722025,1759429509,15.19,28.4,Caitlyn,BOTTOM,1,9,4,4,3.25,211,7.42,511.9,1154.8,21.2,34.2,0.6,0,1,131,7.7,54,0,0,25.0,1.58,-205,-12,-312,1458,7,668,823.0,3,2,0,0,0,0,0
NA1_5383742302,1759431794,15.19,28.0,Caitlyn,BOTTOM,0,2,7,6,1.14,203,7.25,383.7,496.5,17.1,29.6,0.58,0,1,259,15.4,62,0,0,6,0.33,-732,-5,-525,-1118,-8,-691,780.0,1,0,0,0,0,0,0
NA1_5384310679,1759471326,15.19,31.9,Sivir,BOTTOM,0,1,8,0,0.12,232,7.27,328.2,295.4,10.3,4.0,0.46,0,0,248,13.0,50,0,0,3,-0.44,-1483,-20,-430,-2572,-24,-701,721.0,0,0,0,0,0,0,0
NA1_5389014575,1759976333,15.20,28.3,Caitlyn,MIDDLE,1,9,6,6,2.5,201,7.11,543.8,1042.5,21.8,35.7,0.48,1,2,219,12.9,74,0,0,38,-0.46,885,18,736,977,24,547,852.0,3,1,0,0,0,0,0
